IO Bank,Pin Number,IOB Alias,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,Pull Type
12,L5,IOB_X2Y100,IO_L9N_CC_12,40.59,47.355,,,SDA1,INOUT,,,LVCMOS33,12,SLOW,
12,L7,IOB_X2Y94,IO_L12N_VRP_12,31.938,37.261,,,SCL1,OUT,,,LVCMOS33,12,SLOW,
,L8,,,,,,,N_MOD_PRES1,iN,,,,,,
,M21,,,,,,,N_WGVAC_OK_MON,in,,,,,,
,M25,,,,,,,N_MEM_BWE,OUT,,,,,,
,M26,,,,,,,N_MEM_OE,OUT,,,,,,
,M6,,,,,,,N_MODID0,iN,,,,,,
,M7,,,,,,,N_SPI_RESET,OUT,,,,,,
,N24,,,,,,,N_MEM_ADSC,OUT,,,,,,
,N26,,,,,,,N_MEM_GW,OUT,,,,,,
,N6,,,,,,,N_MODID1,iN,,,,,,
12,N7,IOB_X2Y84,IO_L17N_12,74.964,87.458,,,SPI_SBUF,IN,,,LVCMOS33,12,SLOW,
12,N8,IOB_X2Y83,IO_L18P_12,26.016,30.352,,,SPI_CLK,OUT,,,LVCMOS33,12,SLOW,
,P25,,,,,,,N_MEM_BW1,OUT,,,,,,
13,P26,IOB_X0Y79,IO_L0P_SM8P_13,53.562,62.489,,,MEM_CLK,OUT,,,LVCMOS33,12,SLOW,
,P6,,,,,,,N_MODID2,iN,,,,,,
12,P8,IOB_X2Y82,IO_L18N_12,32.58,38.01,,,SPI_MISO,IN,,,LVCMOS33,12,SLOW,
,R25,,,,,,,N_MEM_BW3,OUT,,,,,,
,R26,,,,,,,N_MEM_BW2,OUT,,,,,,
,R5,,,,,,,N_MODID3,iN,,,,,,
,R6,,,,,,,N_MODID4,iN,,,,,,
12,R7,IOB_X2Y80,IO_L19N_12,44.052,51.394,,,SPI_SS,OUT,,,LVCMOS33,12,SLOW,
12,R8,IOB_X2Y81,IO_L19P_12,40.896,47.712,,,SPI_MOSI,OUT,,,LVCMOS33,12,SLOW,
,T25,,,,,,,N_MEM_BW4,OUT,,,,,,
,T5,,,,,,,N_MODID5,iN,,,,,,
12,T7,IOB_X2Y88,IO_L15N_12,44.97,52.465,,,FP_LED25,OUT,,,LVCMOS33,12,SLOW,
,T8,,,,,,,N_SPI_DPOM,OUT,,,,,,
13,U25,IOB_X0Y69,IO_L5P_SM4P_13,55.374,64.603,,,D17,INOUT,,,LVCMOS33,12,SLOW,
13,U26,IOB_X0Y71,IO_L4P_13,62.106,72.457,,,D16,INOUT,,,LVCMOS33,12,SLOW,
12,U5,IOB_X2Y96,IO_L11N_CC_12,62.292,72.674,,,FP_LED28,OUT,,,LVCMOS33,12,SLOW,
12,U6,IOB_X2Y97,IO_L11P_CC_12,59.34,69.23,,,FP_LED27,OUT,,,LVCMOS33,12,SLOW,
12,U7,IOB_X2Y103,IO_L8P_CC_12,61.428,71.666,,,FP_LED26,OUT,,,LVCMOS33,12,SLOW,
13,V21,IOB_X0Y41,IO_L19P_13,38.634,45.073,,,MAG_KLIXON_TEST,OUT,,,LVCMOS33,12,SLOW,
13,V26,IOB_X0Y70,IO_L4N_VREF_13,67.116,78.302,,,D18,INOUT,,,LVCMOS33,12,SLOW,
,V6,,,,,,,N_MODID6,iN,,,,,,
12,V7,IOB_X2Y106,IO_L6N_12,61.572,71.834,,,FP_LED24,OUT,,,LVCMOS33,12,SLOW,
18,V8,IOB_X2Y37,IO_L1P_18,30.708,35.826,,,FP_LED23,OUT,,,LVCMOS33,12,SLOW,
18,V9,IOB_X2Y36,IO_L1N_18,22.224,25.928,,,VPP,OUT,,,LVCMOS33,12,SLOW,
2,W11,IOB_X1Y59,IO_L0P_CC_RS1_2,43.884,51.198,,,RS1,OUT,,,LVCMOS33,12,SLOW,
2,W14,IOB_X1Y42,IO_L8N_D2_FS2_2,31.926,37.247,,,D2,INOUT,,,LVCMOS33,12,SLOW,
2,W16,IOB_X1Y44,IO_L7N_D4_2,30.198,35.231,,,D4,INOUT,,,LVCMOS33,12,SLOW,
13,W21,IOB_X0Y40,IO_L19N_13,43.02,50.19,,,MAG_I_OK_TEST,OUT,,,LVCMOS33,12,SLOW,
,W23,,,,,,,N_MAG_I_OK_MON,IN,,,,,,
,W24,,,,,,,N_MAG_I_INTLK_MON,iN,,,,,,
13,W25,IOB_X0Y62,IO_L8N_CC_SM1N_13,67.326,78.547,,,D19,INOUT,,,LVCMOS33,12,SLOW,
13,W26,IOB_X0Y63,IO_L8P_CC_SM1P_13,75.66,88.27,,,D20,INOUT,,,LVCMOS33,12,SLOW,
,W4,,,,,,,N_MODID7,iN,,,,,,
,W5,,,,,,,N_BRD_RST,in,,,,,,
,W6,,,,,,,N_SW_SPARE1,in,,,,,,
18,W8,IOB_X2Y32,IO_L3N_18,29.586,34.517,,,WAIT,IN,,,LVCMOS33,12,SLOW,
18,W9,IOB_X2Y33,IO_L3P_18,29.148,34.006,,,FP_LED22,OUT,,,LVCMOS33,12,SLOW,
2,Y10,IOB_X1Y58,IO_L0N_CC_RS0_2,54.636,63.742,,,RS0,OUT,,,LVCMOS33,12,SLOW,
2,Y11,IOB_X1Y54,IO_L2N_A22_2,47.868,55.846,,,A22,OUT,,,LVCMOS33,12,SLOW,
,Y12,,,,,,,N_FCS,OUT,,,,,,
2,Y13,IOB_X1Y43,IO_L8P_D3_2,34.65,40.425,,,D3,INOUT,,,LVCMOS33,12,SLOW,
2,Y15,IOB_X1Y41,IO_L9P_D1_FS1_2,36.63,42.735,,,D1,INOUT,,,LVCMOS33,12,SLOW,
2,Y16,IOB_X1Y45,IO_L7P_D5_2,36.972,43.134,,,D5,INOUT,,,LVCMOS33,12,SLOW,
2,Y18,IOB_X1Y52,IO_L3N_A20_2,43.428,50.666,,,A20,OUT,,,LVCMOS33,12,SLOW,
,Y2,OPAD_X0Y1,MGTTXP0_118,56.532,65.954,,,TX0_p,OUT,,,LVCMOS25,12,SLOW,
4,Y21,IOB_X1Y39,IO_L0P_GC_D15_4,70.734,82.523,,,D15,INOUT,,,LVCMOS33,12,SLOW,
13,Y22,IOB_X0Y58,IO_L10N_CC_13,54.078,63.091,,,MAG_I_INTLK_TEST,OUT,,,LVCMOS33,12,SLOW,
,Y23,,,,,,,N_MAG_KLIXON_MON,iN,,,,,,
13,Y25,IOB_X0Y54,IO_L12N_VRP_13,78.348,91.406,,,D21,INOUT,,,LVCMOS33,12,SLOW,
13,Y26,IOB_X0Y55,IO_L12P_VRN_13,80.58,94.01,,,D22,INOUT,,,LVCMOS33,12,SLOW,
,Y4,,,,,,,N_SW_SPARE2,in,,,,,,
,Y5,,,,,,,N_SW_TRIGEN,in,,,,,,
,Y6,,,,,,,N_SW_TEST,in,,,,,,
18,Y7,IOB_X2Y29,IO_L5P_18,40.77,47.565,,,FP_LED21,OUT,,,LVCMOS33,12,SLOW,
18,Y8,IOB_X2Y28,IO_L5N_18,32.388,37.786,,,FP_LED20,OUT,,,LVCMOS33,12,SLOW,
