IO Bank,Pin Number,IOB Alias,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,Pull Type
,AD3,,MGTAVCCPLL_118,,,,,,,,,,,,
,A2,,GND,,,,,,,,,,,,
,D2,,GND,,,,,,,,,,,,
,E2,,GND,,,,,,,,,,,,
,K2,,GND,,,,,,,,,,,,
,L2,,GND,,,,,,,,,,,,
,T2,,GND,,,,,,,,,,,,
,U2,,GND,,,,,,,,,,,,
,AB2,,GND,,,,,,,,,,,,
,AC2,,GND,,,,,,,,,,,,
,AF2,,GND,,,,,,,,,,,,
,C4,,GND,,,,,,,,,,,,
,F4,,GND,,,,,,,,,,,,
,J4,,GND,,,,,,,,,,,,
,M4,,GND,,,,,,,,,,,,
,R4,,GND,,,,,,,,,,,,
,V4,,GND,,,,,,,,,,,,
,AA4,,GND,,,,,,,,,,,,
,AE4,,GND,,,,,,,,,,,,
,C5,,GND,,,,,,,,,,,,
,N5,,GND,,,,,,,,,,,,
,V5,,GND,,,,,,,,,,,,
,AC5,,GND,,,,,,,,,,,,
,A6,,GND,,,,,,,,,,,,
,F6,,GND,,,,,,,,,,,,
,T6,,GND,,,,,,,,,,,,
,AF6,,GND,,,,,,,,,,,,
,J7,,GND,,,,,,,,,,,,
,W7,,GND,,,,,,,,,,,,
,B8,,GND,,,,,,,,,,,,
,M8,,GND,,,,,,,,,,,,
,AB8,,GND,,,,,,,,,,,,
,E9,,GND,,,,,,,,,,,,
,L9,,GND,,,,,,,,,,,,
,N9,,GND,,,,,,,,,,,,
,R9,,GND,,,,,,,,,,,,
,U9,,GND,,,,,,,,,,,,
,Y9,,GND,,,,,,,,,,,,
,AE9,,GND,,,,,,,,,,,,
,H10,,GND,,,,,,,,,,,,
,K10,,GND,,,,,,,,,,,,
,M10,,GND,,,,,,,,,,,,
,P10,,GND,,,,,,,,,,,,
,T10,,GND,,,,,,,,,,,,
,V10,,GND,,,,,,,,,,,,
,A11,,GND,,,,,,,,,,,,
,L11,,GND,,,,,,,,,,,,
,N11,,GND,,,,,,,,,,,,
,R11,,GND,,,,,,,,,,,,
,U11,,GND,,,,,,,,,,,,
,AA11,,GND,,,,,,,,,,,,
,AF11,,GND,,,,,,,,,,,,
,D12,,GND,,,,,,,,,,,,
,K12,,GND,,,,,,,,,,,,
,M12,,GND,,,,,,,,,,,,
,P12,,GND,,,,,,,,,,,,
,T12,,GND,,,,,,,,,,,,
,W12,,GND,,,,,,,,,,,,
,AD12,,GND,,,,,,,,,,,,
,G13,,GND,,,,,,,,,,,,
,J13,,GND,,,,,,,,,,,,
,L13,,GND,,,,,,,,,,,,
,N13,,GND,,,,,,,,,,,,
,R13,,GND,,,,,,,,,,,,
,U13,,GND,,,,,,,,,,,,
,H14,,GND,,,,,,,,,,,,
,K14,,GND,,,,,,,,,,,,
,T14,,GND,,,,,,,,,,,,
,V14,,GND,,,,,,,,,,,,
,Y14,,GND,,,,,,,,,,,,
,C15,,GND,,,,,,,,,,,,
,J15,,GND,,,,,,,,,,,,
,L15,,GND,,,,,,,,,,,,
,U15,,GND,,,,,,,,,,,,
,W15,,GND,,,,,,,,,,,,
,AC15,,GND,,,,,,,,,,,,
,A16,,GND,,,,,,,,,,,,
,F16,,GND,,,,,,,,,,,,
,H16,,GND,,,,,,,,,,,,
,K16,,GND,,,,,,,,,,,,
,M16,,GND,,,,,,,,,,,,
,P16,,GND,,,,,,,,,,,,
,T16,,GND,,,,,,,,,,,,
,V16,,GND,,,,,,,,,,,,
,AF16,,GND,,,,,,,,,,,,
,J17,,GND,,,,,,,,,,,,
,L17,,GND,,,,,,,,,,,,
,N17,,GND,,,,,,,,,,,,
,R17,,GND,,,,,,,,,,,,
,U17,,GND,,,,,,,,,,,,
,W17,,GND,,,,,,,,,,,,
,B18,,GND,,,,,,,,,,,,
,K18,,GND,,,,,,,,,,,,
,M18,,GND,,,,,,,,,,,,
,P18,,GND,,,,,,,,,,,,
,T18,,GND,,,,,,,,,,,,
,V18,,GND,,,,,,,,,,,,
,AB18,,GND,,,,,,,,,,,,
,E19,,GND,,,,,,,,,,,,
,L19,,GND,,,,,,,,,,,,
,N19,,GND,,,,,,,,,,,,
,R19,,GND,,,,,,,,,,,,
,U19,,GND,,,,,,,,,,,,
,W19,,GND,,,,,,,,,,,,
,AE19,,GND,,,,,,,,,,,,
,C20,,GND,,,,,,,,,,,,
,H20,,GND,,,,,,,,,,,,
,V20,,GND,,,,,,,,,,,,
,A21,,GND,,,,,,,,,,,,
,L21,,GND,,,,,,,,,,,,
,T21,,GND,,,,,,,,,,,,
,AA21,,GND,,,,,,,,,,,,
,AF21,,GND,,,,,,,,,,,,
,D22,,GND,,,,,,,,,,,,
,P22,,GND,,,,,,,,,,,,
,AD22,,GND,,,,,,,,,,,,
,G23,,GND,,,,,,,,,,,,
,U23,,GND,,,,,,,,,,,,
,K24,,GND,,,,,,,,,,,,
,Y24,,GND,,,,,,,,,,,,
,C25,,GND,,,,,,,,,,,,
,N25,,GND,,,,,,,,,,,,
,AC25,,GND,,,,,,,,,,,,
,A26,,GND,,,,,,,,,,,,
,F26,,GND,,,,,,,,,,,,
,L26,,GND,,,,,,,,,,,,
,T26,,GND,,,,,,,,,,,,
,AA26,,GND,,,,,,,,,,,,
,AF26,,GND,,,,,,,,,,,,
,U8,,VCCAUX,,,,,,,,,,,,
,K9,,VCCAUX,,,,,,,,,,,,
,M9,,VCCAUX,,,,,,,,,,,,
,P9,,VCCAUX,,,,,,,,,,,,
,T9,,VCCAUX,,,,,,,,,,,,
,W10,,VCCAUX,,,,,,,,,,,,
,M19,,VCCAUX,,,,,,,,,,,,
,P19,,VCCAUX,,,,,,,,,,,,
,T19,,VCCAUX,,,,,,,,,,,,
,V19,,VCCAUX,,,,,,,,,,,,
,Y19,,VCCAUX,,,,,,,,,,,,
,N20,,VCCAUX,,,,,,,,,,,,
,L10,,VCCINT,,,,,,,,,,,,
,N10,,VCCINT,,,,,,,,,,,,
,R10,,VCCINT,,,,,,,,,,,,
,U10,,VCCINT,,,,,,,,,,,,
,M11,,VCCINT,,,,,,,,,,,,
,P11,,VCCINT,,,,,,,,,,,,
,T11,,VCCINT,,,,,,,,,,,,
,L12,,VCCINT,,,,,,,,,,,,
,N12,,VCCINT,,,,,,,,,,,,
,R12,,VCCINT,,,,,,,,,,,,
,K13,,VCCINT,,,,,,,,,,,,
,M13,,VCCINT,,,,,,,,,,,,
,P13,,VCCINT,,,,,,,,,,,,
,T13,,VCCINT,,,,,,,,,,,,
,J14,,VCCINT,,,,,,,,,,,,
,L14,,VCCINT,,,,,,,,,,,,
,U14,,VCCINT,,,,,,,,,,,,
,H15,,VCCINT,,,,,,,,,,,,
,K15,,VCCINT,,,,,,,,,,,,
,T15,,VCCINT,,,,,,,,,,,,
,V15,,VCCINT,,,,,,,,,,,,
,J16,,VCCINT,,,,,,,,,,,,
,L16,,VCCINT,,,,,,,,,,,,
,N16,,VCCINT,,,,,,,,,,,,
,R16,,VCCINT,,,,,,,,,,,,
,U16,,VCCINT,,,,,,,,,,,,
,H17,,VCCINT,,,,,,,,,,,,
,K17,,VCCINT,,,,,,,,,,,,
,M17,,VCCINT,,,,,,,,,,,,
,P17,,VCCINT,,,,,,,,,,,,
,T17,,VCCINT,,,,,,,,,,,,
,V17,,VCCINT,,,,,,,,,,,,
,J18,,VCCINT,,,,,,,,,,,,
,L18,,VCCINT,,,,,,,,,,,,
,N18,,VCCINT,,,,,,,,,,,,
,R18,,VCCINT,,,,,,,,,,,,
,U18,,VCCINT,,,,,,,,,,,,
,W18,,VCCINT,,,,,,,,,,,,
,K19,,VCCINT,,,,,,,,,,,,
,L3,,MGTAVCC_112,,,,,,,,,,,,
,L4,,MGTAVCC_112,,,,,,,,,,,,
,M5,,NC,,,,,,,,,,,,
,N4,,NC,,,,,,,,,,,,
,U3,,MGTAVCC_114,,,,,,,,,,,,
,U4,,MGTAVCC_114,,,,,,,,,,,,
,E3,,MGTAVCC_116,,,,,,,,,,,,
,E4,,MGTAVCC_116,,,,,,,,,,,,
,AC3,,MGTAVCC_118,,,,,,,,,,,,
,AC4,,MGTAVCC_118,,,,,,,,,,,,
